date,ticker,adj_close,return,market_return
2010-01-04,ATVI,17.647130966186523,,
2010-01-05,ATVI,18.14300346374512,0.028099326655915524,0.0031156756258232665
2010-01-06,ATVI,17.676305770874023,-0.025723287426124952,0.0005455206301101523
2010-01-07,ATVI,17.540180206298828,-0.0077010188859425455,0.00400120187417663
2010-01-08,ATVI,17.89020347595215,0.01995551160458575,0.0028817272914287706
2010-01-11,ATVI,17.763813018798828,-0.007064785893755365,0.0017467554316374923
2010-01-12,ATVI,16.38315200805664,-0.07772323483033072,-0.009381166148364262
2010-01-13,ATVI,16.69428253173828,0.018990883044278428,0.008325925658531075
2010-01-14,ATVI,16.704010009765625,0.0005826832035968899,0.0024264254383745687
2010-01-15,ATVI,16.558164596557617,-0.008731161746355687,-0.010823130159869354
2010-01-19,ATVI,16.69428253173828,0.008220593193581482,0.012499626599363545
2010-01-20,ATVI,16.73317527770996,0.0023297045499104385,-0.010597829662970737
2010-01-21,ATVI,16.898466110229492,0.009878031501870055,-0.01894490338978838
2010-01-22,ATVI,16.305370330810547,-0.035097610371861765,-0.022140988764300484
2010-01-25,ATVI,16.36370277404785,0.0035774988273085118,0.004598098012701168
2010-01-26,ATVI,16.27619743347168,-0.005347526888287879,-0.004203199573680982
2010-01-27,ATVI,16.6553897857666,0.023297355162030575,0.004880152210944955
2010-01-28,ATVI,16.305370330810547,-0.021015386578053907,-0.011817740959567224
2010-01-29,ATVI,15.82894515991211,-0.029218911391309277,-0.009829173828039273
2010-02-01,ATVI,16.27619743347168,0.02825534292027676,0.014266108894671836
2010-02-02,ATVI,16.597057342529297,0.019713444148679038,0.01297294837718499
2010-02-03,ATVI,16.791515350341797,0.011716414771563599,-0.00547431142933863
2010-02-04,ATVI,16.509546279907227,-0.016792354028299816,-0.031140677888039425
2010-02-05,ATVI,16.781795501708984,0.016490412103759455,0.002897118921960873
2010-02-08,ATVI,17.005420684814453,0.013325462289341727,-0.00886329049344714
2010-02-09,ATVI,15.517810821533203,-0.08747856879598748,0.013040132316577413
2010-02-10,ATVI,15.498364448547363,-0.0012531647156605041,-0.0022325735201887964
2010-02-11,ATVI,15.673381805419922,0.011292633971384136,0.009680437561949251
2010-02-12,ATVI,15.61504077911377,-0.003722299822108477,-0.002744592819371894
2010-02-16,ATVI,15.858114242553713,0.015566623672547353,0.01800074864554846
2010-02-17,ATVI,16.169248580932617,0.0196198825169267,0.0042379594555796984
2010-02-18,ATVI,16.130352020263672,-0.002405588637855005,0.006584742448973557
2010-02-19,ATVI,16.285921096801758,0.009644493582201541,0.002186622042297248
2010-02-22,ATVI,16.130352020263672,-0.009552365851056233,-0.0010458578339902491
2010-02-23,ATVI,15.858114242553713,-0.016877361223608833,-0.012102809596931441
2010-02-24,ATVI,16.06229591369629,0.012875532867248074,0.00972045942422195
2010-02-25,ATVI,16.101184844970703,0.00242113154205148,-0.002081040179913507
2010-02-26,ATVI,16.120630264282227,0.0012077011411739669,0.0014053791778985136
2010-03-01,ATVI,16.402599334716797,0.017491193942914096,0.01015850827289455
2010-03-02,ATVI,16.27619743347168,-0.007706211598888624,0.0023304422719907514
2010-03-03,ATVI,16.34425926208496,0.004181678730027727,0.00042920160206150193
2010-03-04,ATVI,16.35398292541504,0.0005949283582789011,0.0037361180334851696
