date,ticker,adj_close,return,market_return,expected_return,AR
2010-01-04,ATVI,17.64713478088379,,,,
2010-01-05,ATVI,18.14300346374512,0.0280991044165697,0.0031156756258232,0.0029649255191132365,0.025134178897456463
2010-01-06,ATVI,17.676305770874023,-0.0257232874261249,0.0005455206301101,0.0008409465496644527,-0.02656423397578935
2010-01-07,ATVI,17.540185928344727,-0.0077006951731728,0.0040012018741766,0.0036967254033749464,-0.011397420576547747
2010-01-08,ATVI,17.89020538330078,0.0199552876113147,0.0028817272914287,0.002771590353327399,0.0171836972579873
2010-01-11,ATVI,17.76380729675293,-0.0070652115970583,0.0017467554316374,0.0018336483361596572,-0.008898859933217958
2010-01-12,ATVI,16.383150100708008,-0.0777230451209237,-0.0093811661483642,-0.007362478531294466,-0.07036056658962923
2010-01-13,ATVI,16.69428825378418,0.0189913509406671,0.008325925658531,0.00727068198652456,0.01172066895414254
2010-01-14,ATVI,16.704011917114258,0.0005824545007406,0.0024264254383745,0.002395328391597006,-0.001812873890856406
2010-01-15,ATVI,16.558168411254883,-0.0087310465643256,-0.0108231301598693,-0.008554119206758509,-0.00017692735756709085
2010-01-19,ATVI,16.69428825378418,0.0082207064905062,0.0124996265993635,0.010719833122500015,-0.0024991266319938157
2010-01-20,ATVI,16.733179092407227,0.0023295894998238,-0.0105978296629707,-0.008367930623572996,0.010697520123396797
2010-01-21,ATVI,16.898462295532227,0.0098775733058398,-0.0189449033897883,-0.015265961707990177,0.025143535013829977
2010-01-22,ATVI,16.30536651611328,-0.0350976182948761,-0.0221409887643004,-0.01790721024410932,-0.01719040805076678
2010-01-25,ATVI,16.363706588745117,0.0035779675712399,0.0045980980127011,0.0041900010413368,-0.0006120334700968999
2010-01-26,ATVI,16.276195526123047,-0.0053478753207577,-0.0042031995736809,-0.0030834011497824334,-0.0022644741709752668
2010-01-27,ATVI,16.655393600463867,0.0232977094513402,0.0048801522109449,0.004423090946931522,0.018874618504408677
2010-01-28,ATVI,16.30536651611328,-0.0210158398382633,-0.0118177409595672,-0.009376066686528631,-0.011639773151734669
2010-01-29,ATVI,15.828943252563477,-0.0292188012504345,-0.0098291738280392,-0.007732712579967953,-0.021486088670466544
2010-02-01,ATVI,16.276195526123047,0.0282553463249757,0.0142661088946718,0.01217965607146479,0.01607569025351091
2010-02-02,ATVI,16.597055435180664,0.0197134464588264,0.0129729483771849,0.01111098677025729,0.00860245968856911
2010-02-03,ATVI,16.791521072387695,0.011716875801645,-0.0054743114293386,-0.004133849412139038,0.01585072521378404
2010-02-04,ATVI,16.509546279907227,-0.0167926890759261,-0.0311406778880394,-0.025344563424085538,0.00855187434815944
2010-02-05,ATVI,16.78179168701172,0.0164901810436683,0.0028971189219608,0.002784310014052233,0.013705871029616068
2010-02-08,ATVI,17.00542449951172,0.0133259199417354,-0.0088632904934471,-0.006934505509563049,0.02026042545129845
2010-02-09,ATVI,15.517809867858888,-0.0874788295755595,0.0130401323165774,0.011166507653080469,-0.09864533722863997
2010-02-10,ATVI,15.49836540222168,-0.001253041879156,-0.0022325735201887,-0.001454873570221426,0.000201831691065426
2010-02-11,ATVI,15.673380851745604,0.0112925102087757,0.0096804375619492,0.008390052141836954,0.0029024580669387463
