date,ticker,adj_close
2010-01-04,ATVI,17.663646697998047
2010-01-05,ATVI,18.15998268127441
2010-01-06,ATVI,17.692842483520508
2010-01-07,ATVI,17.556591033935547
2010-01-08,ATVI,17.90694808959961
2010-01-11,ATVI,17.780431747436523
2010-01-12,ATVI,16.398483276367188
2010-01-13,ATVI,16.70990753173828
2010-01-14,ATVI,16.719636917114258
2010-01-15,ATVI,16.573657989501953
2010-01-19,ATVI,16.70990753173828
2010-01-20,ATVI,16.74883270263672
2010-01-21,ATVI,16.914278030395508
2010-01-22,ATVI,16.32062530517578
2010-01-25,ATVI,16.379016876220703
2010-01-26,ATVI,16.291431427001953
2010-01-27,ATVI,16.670976638793945
2010-01-28,ATVI,16.32062530517578
2010-01-29,ATVI,15.843751907348633
2010-02-01,ATVI,16.291431427001953
2010-02-02,ATVI,16.61258888244629
2010-02-03,ATVI,16.807228088378906
2010-02-04,ATVI,16.524993896484375
2010-02-05,ATVI,16.797496795654297
2010-02-08,ATVI,17.02133560180664
2010-02-09,ATVI,15.532329559326172
2010-02-10,ATVI,15.512866020202637
2010-02-11,ATVI,15.688043594360352
2010-02-12,ATVI,15.629648208618164
2010-02-16,ATVI,15.872950553894045
2010-02-17,ATVI,16.18438148498535
2010-02-18,ATVI,16.14544677734375
2010-02-19,ATVI,16.301162719726562
2010-02-22,ATVI,16.14544677734375
2010-02-23,ATVI,15.872950553894045
2010-02-24,ATVI,16.077322006225586
2010-02-25,ATVI,16.116252899169922
2010-02-26,ATVI,16.135719299316406
2010-03-01,ATVI,16.417945861816406
2010-03-02,ATVI,16.291431427001953
2010-03-03,ATVI,16.359554290771484
2010-03-04,ATVI,16.369285583496094
2010-03-05,ATVI,16.6612491607666
2010-03-08,ATVI,16.81696128845215
2010-03-09,ATVI,17.108919143676758
2010-03-10,ATVI,17.410614013671875
2010-03-11,ATVI,17.420347213745117
2010-03-12,ATVI,17.293832778930664
2010-03-15,ATVI,17.39114761352539
2010-03-16,ATVI,17.4398136138916
2010-03-17,ATVI,17.65391731262207
2010-03-18,ATVI,18.033462524414062
2010-03-19,ATVI,17.92641258239746
2010-03-22,ATVI,18.06265640258789
2010-03-23,ATVI,18.023731231689453
2010-03-24,ATVI,18.033462524414062
2010-03-25,ATVI,18.06265640258789
2010-03-26,ATVI,18.344890594482425
2010-03-29,ATVI,18.179445266723636
2010-03-30,ATVI,18.286495208740234
2010-03-31,ATVI,18.15998268127441
2010-04-01,ATVI,18.33515930175781
2010-04-05,ATVI,18.588191986083984
2010-04-06,ATVI,18.59792900085449
2010-04-07,ATVI,18.66604804992676
2010-04-08,ATVI,18.675779342651367
2010-04-09,ATVI,18.841228485107425
2010-04-12,ATVI,18.880151748657227
2010-04-13,ATVI,18.80229759216309
2010-04-14,ATVI,19.21104049682617
2010-04-15,ATVI,18.928810119628903
2010-04-16,ATVI,19.045595169067383
2010-04-19,ATVI,19.18184280395508
2010-04-20,ATVI,19.434873580932617
2010-04-21,ATVI,19.22076988220215
2010-04-22,ATVI,19.3083610534668
2010-04-23,ATVI,19.434873580932617
2010-04-26,ATVI,19.366748809814453
2010-04-27,ATVI,19.2402400970459
2010-04-28,ATVI,19.103986740112305
2010-04-29,ATVI,19.269432067871094
2010-04-30,ATVI,18.850961685180664
2010-05-03,ATVI,19.191577911376957
2010-05-04,ATVI,18.558996200561523
2010-05-05,ATVI,18.782825469970703
2010-05-06,ATVI,17.692842483520508
2010-05-07,ATVI,17.157581329345703
2010-05-10,ATVI,17.75123405456543
2010-05-11,ATVI,18.29623031616211
2010-05-12,ATVI,17.23543357849121
2010-05-13,ATVI,17.60525131225586
2010-05-14,ATVI,16.953205108642578
2010-05-17,ATVI,17.284095764160156
2010-05-18,ATVI,17.069992065429688
2010-05-19,ATVI,16.6612491607666
2010-05-20,ATVI,15.931344985961914
2010-05-21,ATVI,16.25250244140625
2010-05-24,ATVI,15.843751907348633
2010-05-25,ATVI,15.80482578277588
2010-05-26,ATVI,15.824292182922363
2010-05-27,ATVI,16.271963119506836
2010-05-28,ATVI,16.067590713500977
2010-06-01,ATVI,15.658845901489258
2010-06-02,ATVI,15.931344985961914
2010-06-03,ATVI,16.281692504882812
2010-06-04,ATVI,15.386351585388184
2010-06-07,ATVI,14.948408126831056
2010-06-08,ATVI,15.07492446899414
2010-06-09,ATVI,14.80242919921875
2010-06-10,ATVI,15.493403434753418
2010-06-11,ATVI,15.882683753967283
2010-06-14,ATVI,15.921606063842772
2010-06-15,ATVI,15.872950553894045
2010-06-16,ATVI,15.580991744995115
2010-06-17,ATVI,15.736702919006348
2010-06-18,ATVI,15.600455284118652
2010-06-21,ATVI,15.357154846191406
2010-06-22,ATVI,14.909481048583984
2010-06-23,ATVI,14.88028335571289
2010-06-24,ATVI,14.636984825134276
2010-06-25,ATVI,14.734304428100586
2010-06-28,ATVI,14.685644149780272
2010-06-29,ATVI,14.257434844970703
2010-06-30,ATVI,14.014131546020508
2010-07-01,ATVI,13.94600772857666
2010-07-02,ATVI,14.208772659301758
2010-07-06,ATVI,14.043326377868652
2010-07-07,ATVI,14.549394607543944
2010-07-08,ATVI,14.36448574066162
2010-07-09,ATVI,14.442342758178713
2010-07-12,ATVI,14.413147926330566
2010-07-13,ATVI,14.734304428100586
2010-07-14,ATVI,14.967872619628906
2010-07-15,ATVI,15.07492446899414
2010-07-16,ATVI,14.393682479858398
2010-07-19,ATVI,14.685644149780272
2010-07-20,ATVI,14.948408126831056
2010-07-21,ATVI,14.471539497375488
2010-07-22,ATVI,15.172245025634766
2010-07-23,ATVI,15.454472541809082
2010-07-26,ATVI,15.950806617736816
2010-07-27,ATVI,16.077322006225586
2010-07-28,ATVI,15.726971626281738
2010-07-29,ATVI,15.580991744995115
2010-07-30,ATVI,15.503134727478027
2010-08-02,ATVI,16.0578556060791
2010-08-03,ATVI,15.746439933776855
2010-08-04,ATVI,16.914278030395508
2010-08-05,ATVI,16.76829719543457
2010-08-06,ATVI,16.61258888244629
2010-08-09,ATVI,16.690446853637695
2010-08-10,ATVI,16.26223373413086
2010-08-11,ATVI,15.649112701416016
2010-08-12,ATVI,15.337689399719238
2010-08-13,ATVI,15.25010108947754
2010-08-16,ATVI,15.619919776916504
2010-08-17,ATVI,15.717239379882812
2010-08-18,ATVI,15.892413139343262
2010-08-19,ATVI,15.63938331604004
2010-08-20,ATVI,15.3668851852417
2010-08-23,ATVI,15.045730590820312
2010-08-24,ATVI,14.62725067138672
2010-08-25,ATVI,14.890016555786133
2010-08-26,ATVI,14.860821723937988
2010-08-27,ATVI,15.13331699371338
2010-08-30,ATVI,14.870553016662598
2010-08-31,ATVI,14.821890830993652
2010-09-01,ATVI,15.678311347961426
2010-09-02,ATVI,15.921606063842772
2010-09-03,ATVI,16.01892852783203
2010-09-07,ATVI,15.629648208618164
2010-09-08,ATVI,15.81455898284912
2010-09-09,ATVI,15.843751907348633
2010-09-10,ATVI,15.80482578277588
2010-09-13,ATVI,16.08705711364746
2010-09-14,ATVI,16.26223373413086
2010-09-15,ATVI,16.194107055664062
2010-09-16,ATVI,15.941076278686523
2010-09-17,ATVI,15.824292182922363
2010-09-20,ATVI,15.91187572479248
2010-09-21,ATVI,15.85348415374756
2010-09-22,ATVI,15.717239379882812
2010-09-23,ATVI,15.726971626281738
2010-09-24,ATVI,16.01892852783203
2010-09-27,ATVI,16.125986099243164
2010-09-28,ATVI,16.10651969909668
2010-09-29,ATVI,15.795096397399902
2010-09-30,ATVI,16.009201049804688
2010-10-01,ATVI,15.99946403503418
2010-10-04,ATVI,16.505537033081055
2010-10-05,ATVI,17.342487335205078
2010-10-06,ATVI,16.943477630615234
2010-10-07,ATVI,17.108919143676758
2010-10-08,ATVI,17.17704200744629
2010-10-11,ATVI,17.18678092956543
2010-10-12,ATVI,16.164915084838867
2010-10-13,ATVI,16.310897827148438
2010-10-14,ATVI,16.077322006225586
2010-10-15,ATVI,15.532329559326172
2010-10-18,ATVI,15.34742259979248
2010-10-19,ATVI,15.162513732910156
2010-10-20,ATVI,14.98733615875244
2010-10-21,ATVI,15.152779579162598
2010-10-22,ATVI,15.1917085647583
2010-10-25,ATVI,15.201440811157228
2010-10-26,ATVI,15.386351585388184
2010-10-27,ATVI,15.3668851852417
2010-10-28,ATVI,15.21117115020752
2010-10-29,ATVI,15.40581226348877
2010-11-01,ATVI,15.376617431640623
2010-11-02,ATVI,15.765897750854492
2010-11-03,ATVI,15.084656715393066
2010-11-04,ATVI,15.425280570983888
2010-11-05,ATVI,15.902140617370604
