event_id,trading_date,true_label,pred_label,proba_low,proba_medium,proba_high,true_label_str,pred_label_str
TTWO_2022_GTA6_DEV-ANNOUNCEMENT,2022-02-04,2,2,0.002373908023123639,0.059609548502116826,0.9380165434747595,High,High
GTA6_2022_LEAK,2022-09-18,0,2,0.0018678592039257545,0.07635452431403955,0.9217776164820347,Low,High
TTWO_2023_GTA6_TRAILER1,2023-12-05,0,0,0.9810681028299653,0.00460881418071891,0.014323082989315863,Low,Low
GTA6_2024_KEYART,2024-05-16,0,0,0.9873208361495368,0.004789154694830951,0.007890009155632325,Low,Low
TTWO_2025_GTA6_DELAY1,2025-05-02,2,2,0.0017482255436060841,0.003430376776732233,0.9948213976796617,High,High
TTWO_2025_GTA6_TRAILER2,2025-05-06,2,2,0.0103604495172557,0.010149839005063457,0.9794897114776808,High,High
TTWO_2025_GTA6_DELAY2,2025-11-06,2,2,0.0005059918639344291,0.03146369697660843,0.9680303111594571,High,High
