event_id;date;publisher;ticker;studio;is_rockstar;game;franchise;event_type;sentiment;impact_expectation_manual;source_url;notes;adj_close;return;market_return;trading_date;AR_event;CAR_m1_p1;CAR_0_1;CAR_0_3;CAR_0_5;impact_label;impact_label_num;impact_high
TTWO_2025_GTA6_DELAY1;2025-05-02;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Delay;Negative;High;https://www.youtube.com/watch?v=VQRLujxTm3c;"Announcement of GTA VI release delay; market reaction around -8%.";219.5;-0.0666326414549191;0.0147265741296347;2025-05-02;-0.0810121272624043;-0.0795462496278427;-0.0810121272624043;-0.0490487305684224;-0.041783549572018394;High;2;1
